index,City,Date,Card Type,Exp Type,Gender,Amount,Year,Month
371,"Ahmedabad, India",19-10-2014,Platinum,Bills,F,123417,2014,October
372,"Delhi, India",03-12-2013,Silver,Bills,F,81088,2013,December
373,"Ahmedabad, India",26-10-2014,Signature,Bills,F,64113,2014,October
374,"Bengaluru, India",27-03-2014,Platinum,Bills,F,54374,2014,March
375,"Ahmedabad, India",18-03-2015,Signature,Bills,F,175515,2015,March
376,"Delhi, India",25-11-2013,Gold,Bills,F,78773,2013,November
377,"Bengaluru, India",25-06-2014,Signature,Bills,F,143515,2014,June
378,"Delhi, India",22-11-2014,Silver,Bills,F,263613,2014,November
379,"Greater Mumbai, India",22-04-2015,Platinum,Bills,F,265434,2015,April
380,"Delhi, India",03-06-2014,Signature,Bills,F,87839,2014,June
381,"Delhi, India",16-06-2014,Signature,Bills,F,60905,2014,June
382,"Delhi, India",09-04-2015,Platinum,Bills,F,199726,2015,April
383,"Delhi, India",20-01-2015,Silver,Bills,F,267896,2015,January
384,"Ahmedabad, India",31-12-2013,Gold,Bills,F,198937,2013,December
385,"Greater Mumbai, India",02-10-2014,Gold,Bills,F,90745,2014,October
386,"Greater Mumbai, India",24-07-2014,Silver,Bills,F,86676,2014,July
387,"Greater Mumbai, India",08-05-2015,Platinum,Bills,F,163574,2015,May
388,"Greater Mumbai, India",27-04-2015,Signature,Bills,F,2138,2015,April
389,"Bengaluru, India",11-06-2014,Silver,Bills,F,253749,2014,June
390,"Delhi, India",06-06-2014,Platinum,Bills,F,60187,2014,June
391,"Bengaluru, India",03-03-2015,Platinum,Bills,F,15566,2015,March
392,"Greater Mumbai, India",11-07-2014,Signature,Bills,F,242144,2014,July
393,"Delhi, India",17-03-2014,Platinum,Bills,F,114049,2014,March
394,"Bengaluru, India",17-03-2014,Gold,Bills,F,100992,2014,March
395,"Delhi, India",03-03-2014,Silver,Bills,F,173017,2014,March
396,"Greater Mumbai, India",07-06-2014,Gold,Bills,F,279567,2014,June
397,"Delhi, India",28-12-2013,Signature,Bills,F,25016,2013,December
398,"Delhi, India",11-11-2013,Silver,Bills,F,157982,2013,November
399,"Bengaluru, India",17-05-2014,Signature,Bills,F,240387,2014,May
400,"Delhi, India",31-08-2014,Platinum,Bills,F,134030,2014,August
401,"Bengaluru, India",26-01-2015,Gold,Bills,F,108651,2015,January
402,"Delhi, India",17-01-2014,Gold,Bills,F,138617,2014,January
403,"Bengaluru, India",27-01-2014,Signature,Bills,F,98963,2014,January
404,"Delhi, India",24-12-2013,Silver,Bills,F,25486,2013,December
405,"Delhi, India",03-03-2015,Gold,Bills,F,231140,2015,March
406,"Ahmedabad, India",22-10-2013,Gold,Bills,F,20032,2013,October
407,"Greater Mumbai, India",14-01-2015,Gold,Bills,F,293938,2015,January
408,"Delhi, India",11-01-2014,Silver,Bills,F,88175,2014,January
409,"Ahmedabad, India",07-02-2015,Platinum,Bills,F,105297,2015,February
410,"Delhi, India",08-10-2013,Platinum,Bills,F,129169,2013,October
411,"Greater Mumbai, India",14-08-2014,Signature,Bills,F,172386,2014,August
412,"Greater Mumbai, India",09-05-2015,Platinum,Bills,F,46369,2015,May
413,"Greater Mumbai, India",02-04-2014,Silver,Bills,F,158636,2014,April
414,"Delhi, India",26-11-2014,Signature,Bills,F,87219,2014,November
415,"Delhi, India",16-11-2014,Gold,Bills,F,183445,2014,November
416,"Bengaluru, India",27-06-2014,Silver,Bills,F,147977,2014,June
417,"Ahmedabad, India",19-11-2014,Platinum,Bills,F,243279,2014,November
418,"Bengaluru, India",04-04-2014,Platinum,Bills,F,243950,2014,April
419,"Delhi, India",14-04-2015,Silver,Bills,F,32548,2015,April
420,"Delhi, India",09-12-2013,Platinum,Bills,F,118126,2013,December
421,"Greater Mumbai, India",30-11-2013,Platinum,Bills,F,13325,2013,November
422,"Greater Mumbai, India",16-02-2014,Gold,Bills,F,295055,2014,February
423,"Greater Mumbai, India",12-01-2015,Platinum,Bills,F,64764,2015,January
424,"Bengaluru, India",03-02-2014,Platinum,Bills,F,174520,2014,February
425,"Delhi, India",05-11-2013,Signature,Bills,F,72763,2013,November
426,"Greater Mumbai, India",27-09-2014,Signature,Bills,F,269809,2014,September
427,"Delhi, India",29-06-2014,Silver,Bills,F,81145,2014,June
428,"Ahmedabad, India",13-07-2014,Silver,Bills,F,25948,2014,July
429,"Greater Mumbai, India",23-01-2015,Silver,Bills,F,120188,2015,January
430,"Greater Mumbai, India",05-12-2014,Signature,Bills,F,8259,2014,December
431,"Delhi, India",15-04-2014,Signature,Bills,F,285830,2014,April
432,"Bengaluru, India",27-04-2015,Gold,Bills,F,67039,2015,April
433,"Ahmedabad, India",25-07-2014,Gold,Bills,F,14370,2014,July
434,"Ahmedabad, India",10-10-2014,Platinum,Bills,F,54304,2014,October
435,"Greater Mumbai, India",18-10-2013,Gold,Bills,F,188856,2013,October
436,"Ahmedabad, India",18-01-2014,Gold,Bills,F,44635,2014,January
437,"Greater Mumbai, India",22-11-2013,Platinum,Bills,F,227273,2013,November
438,"Delhi, India",26-03-2014,Gold,Bills,F,234200,2014,March
439,"Delhi, India",12-12-2014,Signature,Bills,F,79053,2014,December
440,"Greater Mumbai, India",01-03-2015,Silver,Bills,F,49711,2015,March
441,"Greater Mumbai, India",29-10-2014,Signature,Bills,F,203463,2014,October
442,"Bengaluru, India",29-07-2014,Signature,Bills,F,196985,2014,July
443,"Greater Mumbai, India",18-04-2015,Gold,Bills,F,246457,2015,April
444,"Delhi, India",05-11-2013,Platinum,Bills,F,88344,2013,November
445,"Bengaluru, India",27-08-2014,Signature,Bills,F,167457,2014,August
446,"Bengaluru, India",04-03-2014,Gold,Bills,F,254598,2014,March
447,"Delhi, India",27-01-2014,Platinum,Bills,F,102486,2014,January
448,"Greater Mumbai, India",18-01-2014,Silver,Bills,F,159428,2014,January
449,"Bengaluru, India",28-01-2014,Platinum,Bills,F,296987,2014,January
450,"Ahmedabad, India",06-02-2015,Signature,Bills,F,89418,2015,February
451,"Delhi, India",26-02-2015,Signature,Bills,F,77247,2015,February
452,"Bengaluru, India",24-01-2014,Gold,Bills,F,66542,2014,January
453,"Greater Mumbai, India",27-11-2014,Silver,Bills,F,194526,2014,November
454,"Bengaluru, India",16-07-2014,Signature,Bills,F,178119,2014,July
455,"Bengaluru, India",16-05-2014,Gold,Bills,F,258653,2014,May
456,"Delhi, India",02-11-2014,Silver,Bills,F,97425,2014,November
457,"Delhi, India",23-05-2014,Gold,Bills,F,223185,2014,May
458,"Greater Mumbai, India",28-01-2015,Gold,Bills,F,224750,2015,January
459,"Ahmedabad, India",17-01-2014,Signature,Bills,F,103363,2014,January
460,"Greater Mumbai, India",27-11-2014,Platinum,Bills,F,49090,2014,November
461,"Bengaluru, India",20-11-2014,Platinum,Bills,F,140584,2014,November
462,"Delhi, India",26-06-2014,Platinum,Bills,F,61272,2014,June
463,"Delhi, India",02-01-2014,Silver,Bills,F,25200,2014,January
464,"Greater Mumbai, India",09-12-2013,Signature,Bills,F,249893,2013,December
465,"Bengaluru, India",25-05-2014,Gold,Bills,F,91325,2014,May
466,"Greater Mumbai, India",14-04-2014,Silver,Bills,F,81641,2014,April
467,"Greater Mumbai, India",14-04-2015,Platinum,Bills,F,267700,2015,April
468,"Greater Mumbai, India",20-11-2014,Silver,Food,F,193429,2014,November
469,"Ahmedabad, India",22-04-2014,Gold,Food,F,97674,2014,April
470,"Bengaluru, India",08-03-2014,Silver,Food,F,222579,2014,March
471,"Bengaluru, India",19-03-2015,Platinum,Food,F,194846,2015,March
472,"Greater Mumbai, India",22-02-2015,Signature,Food,F,62690,2015,February
473,"Greater Mumbai, India",08-02-2015,Signature,Food,F,225614,2015,February
474,"Ahmedabad, India",20-10-2013,Signature,Food,F,13879,2013,October
475,"Ahmedabad, India",04-02-2015,Gold,Food,F,279579,2015,February
476,"Bengaluru, India",10-09-2014,Gold,Food,F,253183,2014,September
477,"Bengaluru, India",10-05-2014,Signature,Food,F,183197,2014,May
478,"Bengaluru, India",27-08-2014,Gold,Food,F,260046,2014,August
479,"Bengaluru, India",21-07-2014,Gold,Food,F,95981,2014,July
480,"Bengaluru, India",02-03-2014,Gold,Food,F,157399,2014,March
481,"Delhi, India",20-02-2014,Signature,Food,F,140041,2014,February
482,"Ahmedabad, India",05-01-2014,Platinum,Food,F,288339,2014,January
483,"Ahmedabad, India",02-01-2014,Platinum,Food,F,49494,2014,January
484,"Bengaluru, India",16-04-2015,Platinum,Food,F,43954,2015,April
485,"Bengaluru, India",30-11-2013,Platinum,Food,F,35543,2013,November
486,"Greater Mumbai, India",05-01-2014,Signature,Food,F,12982,2014,January
487,"Delhi, India",02-04-2014,Platinum,Food,F,213140,2014,April
488,"Greater Mumbai, India",22-10-2013,Platinum,Food,F,95741,2013,October
489,"Bengaluru, India",07-12-2013,Platinum,Food,F,129144,2013,December
490,"Ahmedabad, India",04-03-2014,Gold,Food,F,115551,2014,March
491,"Bengaluru, India",26-04-2014,Gold,Food,F,57961,2014,April
492,"Ahmedabad, India",04-01-2015,Silver,Food,F,209527,2015,January
493,"Ahmedabad, India",08-07-2014,Gold,Food,F,15892,2014,July
494,"Bengaluru, India",01-12-2013,Signature,Food,F,155659,2013,December
495,"Greater Mumbai, India",17-06-2014,Silver,Food,F,246215,2014,June
496,"Greater Mumbai, India",15-10-2014,Signature,Food,F,149465,2014,October
497,"Ahmedabad, India",22-08-2014,Gold,Food,F,259694,2014,August
498,"Delhi, India",23-02-2014,Silver,Food,F,70009,2014,February
499,"Greater Mumbai, India",05-01-2015,Gold,Food,F,233391,2015,January
500,"Ahmedabad, India",04-08-2014,Silver,Food,F,35002,2014,August
501,"Ahmedabad, India",18-04-2015,Silver,Food,F,156519,2015,April
502,"Bengaluru, India",22-04-2014,Gold,Food,F,286786,2014,April
503,"Bengaluru, India",18-09-2014,Signature,Food,F,173244,2014,September
504,"Bengaluru, India",31-12-2014,Platinum,Food,F,195804,2014,December
505,"Ahmedabad, India",09-02-2015,Platinum,Food,F,162827,2015,February
506,"Bengaluru, India",26-01-2015,Signature,Food,F,20036,2015,January
507,"Bengaluru, India",17-07-2014,Signature,Food,F,266125,2014,July
508,"Greater Mumbai, India",10-03-2014,Signature,Food,F,156531,2014,March
509,"Ahmedabad, India",20-10-2014,Signature,Food,F,288673,2014,October
510,"Ahmedabad, India",13-10-2014,Signature,Food,F,67474,2014,October
511,"Delhi, India",28-09-2014,Platinum,Food,F,220674,2014,September
512,"Greater Mumbai, India",24-04-2014,Gold,Food,F,282988,2014,April
513,"Bengaluru, India",24-08-2014,Signature,Food,F,206308,2014,August
514,"Bengaluru, India",27-11-2014,Platinum,Food,F,243074,2014,November
515,"Ahmedabad, India",04-04-2015,Signature,Food,F,247181,2015,April
516,"Greater Mumbai, India",08-08-2014,Signature,Food,F,111842,2014,August
517,"Delhi, India",23-03-2015,Gold,Food,F,277079,2015,March
518,"Delhi, India",28-01-2015,Silver,Food,F,218638,2015,January
519,"Ahmedabad, India",14-11-2014,Gold,Food,F,152216,2014,November
520,"Delhi, India",14-04-2015,Signature,Food,F,42620,2015,April
521,"Ahmedabad, India",12-01-2014,Gold,Food,F,101639,2014,January
522,"Greater Mumbai, India",02-03-2014,Silver,Food,F,102966,2014,March
523,"Bengaluru, India",10-03-2015,Platinum,Food,F,127650,2015,March
524,"Greater Mumbai, India",24-06-2014,Platinum,Food,F,277737,2014,June
525,"Bengaluru, India",19-03-2015,Signature,Food,F,251805,2015,March
526,"Ahmedabad, India",19-02-2014,Signature,Food,F,288284,2014,February
527,"Bengaluru, India",22-10-2013,Gold,Food,F,125290,2013,October
528,"Bengaluru, India",20-08-2014,Silver,Food,F,166602,2014,August
529,"Ahmedabad, India",14-04-2014,Silver,Food,F,219097,2014,April
530,"Bengaluru, India",26-03-2015,Gold,Food,F,34082,2015,March
531,"Bengaluru, India",08-05-2014,Silver,Food,F,20573,2014,May
532,"Bengaluru, India",28-10-2013,Platinum,Food,F,245056,2013,October
533,"Ahmedabad, India",20-12-2013,Signature,Food,F,131847,2013,December
534,"Delhi, India",16-01-2015,Platinum,Food,F,276873,2015,January
535,"Bengaluru, India",06-05-2014,Silver,Food,F,138342,2014,May
536,"Ahmedabad, India",09-01-2015,Signature,Food,F,137292,2015,January
537,"Ahmedabad, India",04-03-2014,Signature,Food,F,147750,2014,March
538,"Bengaluru, India",18-10-2013,Signature,Food,F,2397,2013,October
539,"Bengaluru, India",16-07-2014,Gold,Food,F,31051,2014,July
540,"Delhi, India",01-10-2014,Signature,Food,F,55137,2014,October
541,"Greater Mumbai, India",08-11-2013,Gold,Food,F,136040,2013,November
542,"Ahmedabad, India",08-12-2014,Platinum,Food,F,181721,2014,December
543,"Delhi, India",12-03-2014,Signature,Food,F,81753,2014,March
544,"Ahmedabad, India",28-11-2014,Platinum,Food,F,266386,2014,November
545,"Ahmedabad, India",03-05-2015,Silver,Food,F,259008,2015,May
546,"Greater Mumbai, India",10-03-2015,Silver,Food,F,250995,2015,March
547,"Delhi, India",06-10-2014,Signature,Food,F,232155,2014,October
548,"Greater Mumbai, India",13-02-2014,Silver,Food,F,48012,2014,February
549,"Delhi, India",01-01-2015,Signature,Food,F,296543,2015,January
550,"Greater Mumbai, India",25-12-2014,Signature,Food,F,246893,2014,December
551,"Ahmedabad, India",19-03-2015,Platinum,Food,F,95807,2015,March
552,"Ahmedabad, India",22-08-2014,Platinum,Food,F,165278,2014,August
553,"Ahmedabad, India",15-08-2014,Silver,Food,F,191618,2014,August
554,"Greater Mumbai, India",26-04-2015,Silver,Food,F,159718,2015,April
555,"Ahmedabad, India",28-11-2014,Gold,Food,F,213552,2014,November
556,"Greater Mumbai, India",03-05-2015,Gold,Food,F,249061,2015,May
557,"Delhi, India",24-02-2014,Silver,Food,F,279377,2014,February
558,"Delhi, India",19-12-2014,Silver,Food,F,233694,2014,December
559,"Bengaluru, India",21-06-2014,Silver,Food,F,102362,2014,June
560,"Bengaluru, India",10-09-2014,Silver,Food,F,108296,2014,September
561,"Bengaluru, India",13-04-2015,Gold,Food,F,258275,2015,April
562,"Bengaluru, India",21-10-2014,Silver,Food,F,194260,2014,October
563,"Bengaluru, India",12-04-2015,Gold,Food,F,167903,2015,April
564,"Ahmedabad, India",29-01-2015,Silver,Food,F,128266,2015,January
565,"Bengaluru, India",19-01-2015,Signature,Food,F,268543,2015,January
566,"Ahmedabad, India",17-03-2014,Signature,Food,F,30653,2014,March
567,"Greater Mumbai, India",01-01-2015,Signature,Food,F,189981,2015,January
568,"Delhi, India",28-04-2015,Gold,Food,F,230325,2015,April
569,"Greater Mumbai, India",13-03-2015,Signature,Food,F,176871,2015,March
570,"Greater Mumbai, India",09-12-2014,Platinum,Food,F,171241,2014,December
571,"Greater Mumbai, India",07-03-2014,Silver,Food,F,91846,2014,March
572,"Delhi, India",13-11-2013,Silver,Food,F,162813,2013,November
573,"Delhi, India",04-11-2014,Silver,Food,F,28569,2014,November
574,"Bengaluru, India",16-11-2014,Silver,Food,F,231827,2014,November
575,"Delhi, India",04-03-2015,Silver,Food,F,281283,2015,March
576,"Bengaluru, India",15-10-2013,Silver,Food,F,291358,2013,October
577,"Delhi, India",27-07-2014,Signature,Food,F,288888,2014,July
578,"Delhi, India",22-11-2014,Gold,Food,F,283575,2014,November
579,"Greater Mumbai, India",24-07-2014,Silver,Food,F,132827,2014,July
580,"Delhi, India",31-08-2014,Silver,Food,F,200721,2014,August
581,"Ahmedabad, India",12-01-2014,Signature,Food,F,190220,2014,January
582,"Ahmedabad, India",05-02-2015,Signature,Food,F,265508,2015,February
583,"Greater Mumbai, India",10-12-2013,Platinum,Food,F,298838,2013,December
584,"Greater Mumbai, India",12-01-2014,Silver,Food,F,203106,2014,January
585,"Ahmedabad, India",19-10-2014,Platinum,Food,F,196647,2014,October
586,"Delhi, India",05-01-2015,Gold,Food,F,136602,2015,January
587,"Greater Mumbai, India",24-02-2014,Gold,Food,F,236980,2014,February
588,"Greater Mumbai, India",23-03-2014,Signature,Food,F,59121,2014,March
589,"Bengaluru, India",07-01-2014,Silver,Food,F,193944,2014,January
590,"Greater Mumbai, India",13-08-2014,Platinum,Food,F,109857,2014,August
591,"Bengaluru, India",30-10-2013,Signature,Food,F,57768,2013,October
592,"Ahmedabad, India",02-08-2014,Gold,Food,F,207196,2014,August
593,"Ahmedabad, India",26-08-2014,Platinum,Food,F,8056,2014,August
594,"Ahmedabad, India",05-01-2015,Platinum,Food,F,178478,2015,January
595,"Bengaluru, India",02-08-2014,Platinum,Food,F,246046,2014,August
596,"Ahmedabad, India",29-04-2014,Platinum,Food,F,192382,2014,April
597,"Greater Mumbai, India",25-10-2014,Gold,Food,F,19158,2014,October
598,"Greater Mumbai, India",15-12-2014,Platinum,Food,F,9552,2014,December
599,"Delhi, India",15-03-2015,Platinum,Food,F,276862,2015,March
600,"Bengaluru, India",09-11-2014,Silver,Food,F,147958,2014,November
601,"Greater Mumbai, India",20-09-2014,Gold,Food,F,151436,2014,September
602,"Ahmedabad, India",26-11-2014,Signature,Food,F,271595,2014,November
603,"Bengaluru, India",27-12-2014,Platinum,Food,F,8115,2014,December
604,"Greater Mumbai, India",27-07-2014,Silver,Food,F,73172,2014,July
605,"Delhi, India",03-09-2014,Signature,Food,F,196816,2014,September
606,"Ahmedabad, India",16-02-2014,Signature,Food,F,162829,2014,February
607,"Bengaluru, India",17-10-2013,Signature,Food,F,252669,2013,October
608,"Ahmedabad, India",07-02-2014,Gold,Food,F,54746,2014,February
609,"Bengaluru, India",11-11-2013,Platinum,Food,F,108079,2013,November
610,"Ahmedabad, India",11-03-2015,Platinum,Food,F,240804,2015,March
611,"Ahmedabad, India",07-03-2015,Silver,Food,F,11289,2015,March
612,"Bengaluru, India",22-11-2014,Silver,Food,F,127020,2014,November
613,"Greater Mumbai, India",04-04-2014,Signature,Food,F,114777,2014,April
614,"Delhi, India",17-01-2015,Platinum,Food,F,88003,2015,January
615,"Delhi, India",23-12-2014,Silver,Food,F,153154,2014,December
616,"Bengaluru, India",16-10-2014,Gold,Food,F,114863,2014,October
617,"Bengaluru, India",18-07-2014,Gold,Food,F,126912,2014,July
618,"Bengaluru, India",04-12-2013,Platinum,Food,F,12621,2013,December
619,"Bengaluru, India",01-09-2014,Silver,Food,F,248699,2014,September
620,"Ahmedabad, India",12-04-2015,Gold,Food,F,232388,2015,April
621,"Delhi, India",09-11-2013,Silver,Food,F,168039,2013,November
622,"Delhi, India",04-10-2013,Silver,Food,F,122944,2013,October
623,"Bengaluru, India",19-05-2014,Platinum,Food,F,171746,2014,May
624,"Greater Mumbai, India",11-08-2014,Platinum,Food,F,168495,2014,August
625,"Ahmedabad, India",20-09-2014,Signature,Food,F,252614,2014,September
626,"Greater Mumbai, India",28-04-2015,Platinum,Food,F,233161,2015,April
627,"Greater Mumbai, India",17-11-2013,Gold,Food,F,85459,2013,November
628,"Ahmedabad, India",11-03-2014,Signature,Food,F,156075,2014,March
629,"Greater Mumbai, India",16-07-2014,Signature,Food,F,161329,2014,July
630,"Greater Mumbai, India",14-01-2014,Gold,Food,F,183105,2014,January
631,"Delhi, India",01-11-2014,Signature,Food,F,252691,2014,November
632,"Delhi, India",04-04-2015,Gold,Food,F,221345,2015,April
633,"Ahmedabad, India",04-06-2014,Platinum,Food,F,131014,2014,June
634,"Ahmedabad, India",28-12-2013,Gold,Food,F,21571,2013,December
635,"Greater Mumbai, India",16-10-2013,Silver,Food,F,152307,2013,October
636,"Greater Mumbai, India",11-03-2015,Platinum,Food,F,193060,2015,March
637,"Bengaluru, India",08-01-2015,Silver,Food,F,133084,2015,January
638,"Ahmedabad, India",08-05-2014,Gold,Food,F,194361,2014,May
639,"Ahmedabad, India",05-09-2014,Silver,Food,F,286369,2014,September
640,"Greater Mumbai, India",05-12-2013,Silver,Food,F,294814,2013,December
641,"Bengaluru, India",01-10-2014,Gold,Food,F,276647,2014,October
642,"Greater Mumbai, India",20-12-2013,Signature,Food,F,269712,2013,December
643,"Bengaluru, India",30-12-2013,Silver,Food,F,167306,2013,December
